,EventId,Date,Ticker,Name,Price
420663,144,2014-12-09,T,A T & T INC,32.89
420664,144,2014-12-10,T,A T & T INC,32.49
420665,144,2014-12-11,T,A T & T INC,32.71
420666,144,2014-12-12,T,A T & T INC,32.16
420667,144,2014-12-15,T,A T & T INC,32.25
420668,144,2014-12-16,T,A T & T INC,32.14
420669,144,2014-12-17,T,A T & T INC,32.67
420670,144,2014-12-18,T,A T & T INC,33.51
420671,144,2014-12-19,T,A T & T INC,33.54
420672,144,2014-12-22,T,A T & T INC,33.85
420673,144,2014-12-23,T,A T & T INC,34.03
420674,144,2014-12-24,T,A T & T INC,33.96
420675,144,2014-12-26,T,A T & T INC,34.17
420676,144,2014-12-29,T,A T & T INC,34.11
420677,144,2014-12-30,T,A T & T INC,34.08
420678,144,2014-12-31,T,A T & T INC,33.59
420679,144,2015-01-02,T,A T & T INC,33.87
420680,144,2015-01-05,T,A T & T INC,33.55
420681,144,2015-01-06,T,A T & T INC,33.6
420682,144,2015-01-07,T,A T & T INC,33.17
420683,144,2015-01-08,T,A T & T INC,33.5
420684,144,2015-01-09,T,A T & T INC,33.4
420685,144,2015-01-12,T,A T & T INC,33.49
420686,144,2015-01-13,T,A T & T INC,33.49
420687,144,2015-01-14,T,A T & T INC,33.33
420688,144,2015-01-15,T,A T & T INC,33.26
420689,144,2015-01-16,T,A T & T INC,33.8
420690,144,2015-01-20,T,A T & T INC,33.95
420691,144,2015-01-21,T,A T & T INC,34.0
420692,144,2015-01-22,T,A T & T INC,33.79
420693,144,2015-01-23,T,A T & T INC,33.37
420694,144,2015-01-26,T,A T & T INC,33.18
420695,144,2015-01-27,T,A T & T INC,32.81
420696,144,2015-01-28,T,A T & T INC,32.68
420697,144,2015-01-29,T,A T & T INC,32.96
420698,144,2015-01-30,T,A T & T INC,32.92
420699,144,2015-02-02,T,A T & T INC,33.56
420700,144,2015-02-03,T,A T & T INC,34.34
420701,144,2015-02-04,T,A T & T INC,34.41
420702,144,2015-02-05,T,A T & T INC,34.54
420703,144,2015-02-06,T,A T & T INC,34.87
420704,144,2015-02-09,T,A T & T INC,34.64
420705,144,2015-02-10,T,A T & T INC,34.85
420706,144,2015-02-11,T,A T & T INC,34.39
420707,144,2015-02-12,T,A T & T INC,34.61
420708,144,2015-02-13,T,A T & T INC,34.66
420709,144,2015-02-17,T,A T & T INC,34.71
420710,144,2015-02-18,T,A T & T INC,34.49
420711,144,2015-02-19,T,A T & T INC,34.09
420712,144,2015-02-20,T,A T & T INC,34.08
420713,144,2015-02-23,T,A T & T INC,33.85
420714,144,2015-02-24,T,A T & T INC,34.05
420715,144,2015-02-25,T,A T & T INC,34.21
420716,144,2015-02-26,T,A T & T INC,34.5
420717,144,2015-02-27,T,A T & T INC,34.56
420718,144,2015-03-02,T,A T & T INC,34.64
420719,144,2015-03-03,T,A T & T INC,34.41
420720,144,2015-03-04,T,A T & T INC,34.0
420721,144,2015-03-05,T,A T & T INC,34.0
420722,144,2015-03-06,T,A T & T INC,33.48
420723,144,2015-03-09,T,A T & T INC,33.35
420724,144,2015-03-10,T,A T & T INC,32.78
420725,144,2015-03-11,T,A T & T INC,32.62
420726,144,2015-03-12,T,A T & T INC,33.13
420727,144,2015-03-13,T,A T & T INC,32.76
420728,144,2015-03-16,T,A T & T INC,33.06
420729,144,2015-03-17,T,A T & T INC,32.9
420730,144,2015-03-18,T,A T & T INC,33.59
420731,144,2015-03-19,T,A T & T INC,33.2
420732,144,2015-03-20,T,A T & T INC,33.23
420733,144,2015-03-23,T,A T & T INC,33.28
420734,144,2015-03-24,T,A T & T INC,33.07
420735,144,2015-03-25,T,A T & T INC,32.62
420736,144,2015-03-26,T,A T & T INC,32.82
420737,144,2015-03-27,T,A T & T INC,32.75
420738,144,2015-03-30,T,A T & T INC,32.97
420739,144,2015-03-31,T,A T & T INC,32.65
420740,144,2015-04-01,T,A T & T INC,32.89
420741,144,2015-04-02,T,A T & T INC,33.13
420742,144,2015-04-06,T,A T & T INC,33.33
420743,144,2015-04-07,T,A T & T INC,33.16
420744,144,2015-04-08,T,A T & T INC,32.65
420745,144,2015-04-09,T,A T & T INC,32.69
420746,144,2015-04-10,T,A T & T INC,32.77
420747,144,2015-04-13,T,A T & T INC,32.88
420748,144,2015-04-14,T,A T & T INC,32.69
420749,144,2015-04-15,T,A T & T INC,32.89
420750,144,2015-04-16,T,A T & T INC,32.75
420751,144,2015-04-17,T,A T & T INC,32.51
420752,144,2015-04-20,T,A T & T INC,32.83
420753,144,2015-04-21,T,A T & T INC,32.66
420754,144,2015-04-22,T,A T & T INC,32.86
420755,144,2015-04-23,T,A T & T INC,34.23
420756,144,2015-04-24,T,A T & T INC,34.01
420757,144,2015-04-27,T,A T & T INC,34.09
420758,144,2015-04-28,T,A T & T INC,34.86
420759,144,2015-04-29,T,A T & T INC,34.76
420760,144,2015-04-30,T,A T & T INC,34.64
420761,144,2015-05-01,T,A T & T INC,34.42
420762,144,2015-05-04,T,A T & T INC,34.53
420763,144,2015-05-05,T,A T & T INC,33.72
420764,144,2015-05-06,T,A T & T INC,33.38
420765,144,2015-05-07,T,A T & T INC,33.37
420766,144,2015-05-08,T,A T & T INC,33.69
