,EventId,Date,Ticker,Name,Price
111122,669,2017-01-03,SABR,SABRE CORP,24.79
111123,669,2017-01-04,SABR,SABRE CORP,24.82
111124,669,2017-01-05,SABR,SABRE CORP,24.71
111125,669,2017-01-06,SABR,SABRE CORP,24.86
111126,669,2017-01-09,SABR,SABRE CORP,24.9
111127,669,2017-01-10,SABR,SABRE CORP,24.94
111128,669,2017-01-11,SABR,SABRE CORP,24.96
111129,669,2017-01-12,SABR,SABRE CORP,24.96
111130,669,2017-01-13,SABR,SABRE CORP,25.14
111131,669,2017-01-17,SABR,SABRE CORP,24.92
111132,669,2017-01-18,SABR,SABRE CORP,24.72
111133,669,2017-01-19,SABR,SABRE CORP,24.8
111134,669,2017-01-20,SABR,SABRE CORP,24.76
111135,669,2017-01-23,SABR,SABRE CORP,24.82
111136,669,2017-01-24,SABR,SABRE CORP,24.51
111137,669,2017-01-25,SABR,SABRE CORP,24.59
111138,669,2017-01-26,SABR,SABRE CORP,24.65
111139,669,2017-01-27,SABR,SABRE CORP,24.78
111140,669,2017-01-30,SABR,SABRE CORP,24.54
111141,669,2017-01-31,SABR,SABRE CORP,24.5
111142,669,2017-02-01,SABR,SABRE CORP,24.53
111143,669,2017-02-02,SABR,SABRE CORP,24.64
111144,669,2017-02-03,SABR,SABRE CORP,24.92
111145,669,2017-02-06,SABR,SABRE CORP,24.81
111146,669,2017-02-07,SABR,SABRE CORP,22.21
111147,669,2017-02-08,SABR,SABRE CORP,21.82
111148,669,2017-02-09,SABR,SABRE CORP,22.47
111149,669,2017-02-10,SABR,SABRE CORP,22.77
111150,669,2017-02-13,SABR,SABRE CORP,22.27
111151,669,2017-02-14,SABR,SABRE CORP,21.9
111152,669,2017-02-15,SABR,SABRE CORP,21.65
111153,669,2017-02-16,SABR,SABRE CORP,21.3
111154,669,2017-02-17,SABR,SABRE CORP,21.3
111155,669,2017-02-21,SABR,SABRE CORP,21.13
111156,669,2017-02-22,SABR,SABRE CORP,21.67
111157,669,2017-02-23,SABR,SABRE CORP,21.75
111158,669,2017-02-24,SABR,SABRE CORP,21.79
111159,669,2017-02-27,SABR,SABRE CORP,21.72
111160,669,2017-02-28,SABR,SABRE CORP,21.91
111161,669,2017-03-01,SABR,SABRE CORP,22.22
111162,669,2017-03-02,SABR,SABRE CORP,22.15
111163,669,2017-03-03,SABR,SABRE CORP,22.15
111164,669,2017-03-06,SABR,SABRE CORP,21.92
111165,669,2017-03-07,SABR,SABRE CORP,21.61
111166,669,2017-03-08,SABR,SABRE CORP,21.73
111167,669,2017-03-09,SABR,SABRE CORP,21.6
111168,669,2017-03-10,SABR,SABRE CORP,21.94
111169,669,2017-03-13,SABR,SABRE CORP,21.98
111170,669,2017-03-14,SABR,SABRE CORP,21.95
111171,669,2017-03-15,SABR,SABRE CORP,22.01
111172,669,2017-03-16,SABR,SABRE CORP,21.84
111173,669,2017-03-17,SABR,SABRE CORP,21.82
111174,669,2017-03-20,SABR,SABRE CORP,21.57
111175,669,2017-03-21,SABR,SABRE CORP,21.35
111176,669,2017-03-22,SABR,SABRE CORP,21.16
111177,669,2017-03-23,SABR,SABRE CORP,20.93
111178,669,2017-03-24,SABR,SABRE CORP,20.91
111179,669,2017-03-27,SABR,SABRE CORP,20.94
111180,669,2017-03-28,SABR,SABRE CORP,21.18
111181,669,2017-03-29,SABR,SABRE CORP,21.56
111182,669,2017-03-30,SABR,SABRE CORP,21.54
111183,669,2017-03-31,SABR,SABRE CORP,21.19
111184,669,2017-04-03,SABR,SABRE CORP,21.12
111185,669,2017-04-04,SABR,SABRE CORP,20.86
111186,669,2017-04-05,SABR,SABRE CORP,20.5
111187,669,2017-04-06,SABR,SABRE CORP,20.96
111188,669,2017-04-07,SABR,SABRE CORP,21.18
111189,669,2017-04-10,SABR,SABRE CORP,21.29
111190,669,2017-04-11,SABR,SABRE CORP,21.42
111191,669,2017-04-12,SABR,SABRE CORP,21.31
111192,669,2017-04-13,SABR,SABRE CORP,21.08
111193,669,2017-04-17,SABR,SABRE CORP,21.95
111194,669,2017-04-18,SABR,SABRE CORP,22.2
111195,669,2017-04-19,SABR,SABRE CORP,22.42
111196,669,2017-04-20,SABR,SABRE CORP,23.05
111197,669,2017-04-21,SABR,SABRE CORP,23.09
111198,669,2017-04-24,SABR,SABRE CORP,23.13
111199,669,2017-04-25,SABR,SABRE CORP,23.26
111200,669,2017-04-26,SABR,SABRE CORP,23.28
111201,669,2017-04-27,SABR,SABRE CORP,23.42
111202,669,2017-04-28,SABR,SABRE CORP,23.41
111203,669,2017-05-01,SABR,SABRE CORP,23.63
111204,669,2017-05-02,SABR,SABRE CORP,24.67
111205,669,2017-05-03,SABR,SABRE CORP,24.38
111206,669,2017-05-04,SABR,SABRE CORP,24.66
111207,669,2017-05-05,SABR,SABRE CORP,24.69
111208,669,2017-05-08,SABR,SABRE CORP,24.6
111209,669,2017-05-09,SABR,SABRE CORP,24.7
111210,669,2017-05-10,SABR,SABRE CORP,24.73
111211,669,2017-05-11,SABR,SABRE CORP,24.5
111212,669,2017-05-12,SABR,SABRE CORP,24.25
111213,669,2017-05-15,SABR,SABRE CORP,24.35
111214,669,2017-05-16,SABR,SABRE CORP,24.15
111215,669,2017-05-17,SABR,SABRE CORP,23.45
111216,669,2017-05-18,SABR,SABRE CORP,22.8
111217,669,2017-05-19,SABR,SABRE CORP,22.81
111218,669,2017-05-22,SABR,SABRE CORP,22.96
111219,669,2017-05-23,SABR,SABRE CORP,22.92
111220,669,2017-05-24,SABR,SABRE CORP,23.09
111221,669,2017-05-25,SABR,SABRE CORP,22.97
111222,669,2017-05-26,SABR,SABRE CORP,22.56
111223,669,2017-05-30,SABR,SABRE CORP,22.85
111224,669,2017-05-31,SABR,SABRE CORP,22.43
111225,669,2017-06-01,SABR,SABRE CORP,22.75
