,EventId,Date,Ticker,Name,Price
782188,304,2007-07-10,UBS,U B S AG,59.98
782189,304,2007-07-11,UBS,U B S AG,60.29
782190,304,2007-07-12,UBS,U B S AG,60.98
782191,304,2007-07-13,UBS,U B S AG,61.49
782192,304,2007-07-16,UBS,U B S AG,61.98
782193,304,2007-07-17,UBS,U B S AG,61.1
782194,304,2007-07-18,UBS,U B S AG,60.72
782195,304,2007-07-19,UBS,U B S AG,59.46
782196,304,2007-07-20,UBS,U B S AG,58.13
782197,304,2007-07-23,UBS,U B S AG,57.85
782198,304,2007-07-24,UBS,U B S AG,57.31
782199,304,2007-07-25,UBS,U B S AG,56.48
782200,304,2007-07-26,UBS,U B S AG,54.38
782201,304,2007-07-27,UBS,U B S AG,54.4
782202,304,2007-07-30,UBS,U B S AG,54.95
782203,304,2007-07-31,UBS,U B S AG,55.07
782204,304,2007-08-01,UBS,U B S AG,54.06
782205,304,2007-08-02,UBS,U B S AG,55.12
782206,304,2007-08-03,UBS,U B S AG,54.08
782207,304,2007-08-06,UBS,U B S AG,55.23
782208,304,2007-08-07,UBS,U B S AG,55.74
782209,304,2007-08-08,UBS,U B S AG,57.04
782210,304,2007-08-09,UBS,U B S AG,55.29
782211,304,2007-08-10,UBS,U B S AG,54.95
782212,304,2007-08-13,UBS,U B S AG,54.09
782213,304,2007-08-14,UBS,U B S AG,51.49
782214,304,2007-08-15,UBS,U B S AG,50.98
782215,304,2007-08-16,UBS,U B S AG,52.13
782216,304,2007-08-17,UBS,U B S AG,52.98
782217,304,2007-08-20,UBS,U B S AG,52.34
782218,304,2007-08-21,UBS,U B S AG,52.09
782219,304,2007-08-22,UBS,U B S AG,52.76
782220,304,2007-08-23,UBS,U B S AG,52.5
782221,304,2007-08-24,UBS,U B S AG,53.27
782222,304,2007-08-27,UBS,U B S AG,53.08
782223,304,2007-08-28,UBS,U B S AG,51.78
782224,304,2007-08-29,UBS,U B S AG,52.51
782225,304,2007-08-30,UBS,U B S AG,51.56
782226,304,2007-08-31,UBS,U B S AG,52.24
782227,304,2007-09-04,UBS,U B S AG,53.29
782228,304,2007-09-05,UBS,U B S AG,52.66
782229,304,2007-09-06,UBS,U B S AG,52.49
782230,304,2007-09-07,UBS,U B S AG,52.09
782231,304,2007-09-10,UBS,U B S AG,51.34
782232,304,2007-09-11,UBS,U B S AG,51.49
782233,304,2007-09-12,UBS,U B S AG,51.6
782234,304,2007-09-13,UBS,U B S AG,52.33
782235,304,2007-09-14,UBS,U B S AG,51.87
782236,304,2007-09-17,UBS,U B S AG,51.39
782237,304,2007-09-18,UBS,U B S AG,53.93
782238,304,2007-09-19,UBS,U B S AG,53.94
782239,304,2007-09-20,UBS,U B S AG,53.97
782240,304,2007-09-21,UBS,U B S AG,54.05
782241,304,2007-09-24,UBS,U B S AG,53.13
782242,304,2007-09-25,UBS,U B S AG,53.37
782243,304,2007-09-26,UBS,U B S AG,52.72
782244,304,2007-09-27,UBS,U B S AG,53.11
782245,304,2007-09-28,UBS,U B S AG,53.25
782246,304,2007-10-01,UBS,U B S AG,54.94
782247,304,2007-10-02,UBS,U B S AG,56.61
782248,304,2007-10-03,UBS,U B S AG,56.98
782249,304,2007-10-04,UBS,U B S AG,57.43
782250,304,2007-10-05,UBS,U B S AG,57.75
782251,304,2007-10-08,UBS,U B S AG,57.45
782252,304,2007-10-09,UBS,U B S AG,57.93
782253,304,2007-10-10,UBS,U B S AG,57.53
782254,304,2007-10-11,UBS,U B S AG,57.05
782255,304,2007-10-12,UBS,U B S AG,57.3
782256,304,2007-10-15,UBS,U B S AG,57.04
782257,304,2007-10-16,UBS,U B S AG,55.8
782258,304,2007-10-17,UBS,U B S AG,56.15
782259,304,2007-10-18,UBS,U B S AG,56.21
782260,304,2007-10-19,UBS,U B S AG,54.52
782261,304,2007-10-22,UBS,U B S AG,54.47
782262,304,2007-10-23,UBS,U B S AG,55.01
782263,304,2007-10-24,UBS,U B S AG,53.55
782264,304,2007-10-25,UBS,U B S AG,52.95
782265,304,2007-10-26,UBS,U B S AG,53.83
782266,304,2007-10-29,UBS,U B S AG,53.25
782267,304,2007-10-30,UBS,U B S AG,53.11
782268,304,2007-10-31,UBS,U B S AG,53.69
782269,304,2007-11-01,UBS,U B S AG,50.75
782270,304,2007-11-02,UBS,U B S AG,49.27
782271,304,2007-11-05,UBS,U B S AG,47.58
782272,304,2007-11-06,UBS,U B S AG,48.73
782273,304,2007-11-07,UBS,U B S AG,46.63
782274,304,2007-11-08,UBS,U B S AG,47.07
782275,304,2007-11-09,UBS,U B S AG,45.69
782276,304,2007-11-12,UBS,U B S AG,46.41
782277,304,2007-11-13,UBS,U B S AG,48.75
782278,304,2007-11-14,UBS,U B S AG,49.25
782279,304,2007-11-15,UBS,U B S AG,47.75
782280,304,2007-11-16,UBS,U B S AG,47.55
782281,304,2007-11-19,UBS,U B S AG,44.94
782282,304,2007-11-20,UBS,U B S AG,45.25
782283,304,2007-11-21,UBS,U B S AG,43.68
782284,304,2007-11-23,UBS,U B S AG,45.24
782285,304,2007-11-26,UBS,U B S AG,44.28
782286,304,2007-11-27,UBS,U B S AG,46.66
782287,304,2007-11-28,UBS,U B S AG,49.67
782288,304,2007-11-29,UBS,U B S AG,49.37
782289,304,2007-11-30,UBS,U B S AG,50.48
782290,304,2007-12-03,UBS,U B S AG,49.55
782291,304,2007-12-04,UBS,U B S AG,48.7
782292,304,2007-12-05,UBS,U B S AG,49.36
782293,304,2007-12-06,UBS,U B S AG,50.6
782294,304,2007-12-07,UBS,U B S AG,50.48
