,EventId,Date,Ticker,Name,Price
604947,44,2006-04-03,DLTR,DOLLAR TREE STORES INC,27.72
604948,44,2006-04-04,DLTR,DOLLAR TREE STORES INC,28.16
604949,44,2006-04-05,DLTR,DOLLAR TREE STORES INC,27.9
604950,44,2006-04-06,DLTR,DOLLAR TREE STORES INC,27.91
604951,44,2006-04-07,DLTR,DOLLAR TREE STORES INC,27.67
604952,44,2006-04-10,DLTR,DOLLAR TREE STORES INC,27.04
604953,44,2006-04-11,DLTR,DOLLAR TREE STORES INC,26.01
604954,44,2006-04-12,DLTR,DOLLAR TREE STORES INC,26.04
604955,44,2006-04-13,DLTR,DOLLAR TREE STORES INC,26.16
604956,44,2006-04-17,DLTR,DOLLAR TREE STORES INC,26.01
604957,44,2006-04-18,DLTR,DOLLAR TREE STORES INC,26.07
604958,44,2006-04-19,DLTR,DOLLAR TREE STORES INC,26.04
604959,44,2006-04-20,DLTR,DOLLAR TREE STORES INC,26.54
604960,44,2006-04-21,DLTR,DOLLAR TREE STORES INC,25.95
604961,44,2006-04-24,DLTR,DOLLAR TREE STORES INC,25.85
604962,44,2006-04-25,DLTR,DOLLAR TREE STORES INC,25.76
604963,44,2006-04-26,DLTR,DOLLAR TREE STORES INC,26.0
604964,44,2006-04-27,DLTR,DOLLAR TREE STORES INC,26.44
604965,44,2006-04-28,DLTR,DOLLAR TREE STORES INC,26.07
604966,44,2006-05-01,DLTR,DOLLAR TREE STORES INC,25.91
604967,44,2006-05-02,DLTR,DOLLAR TREE STORES INC,26.31
604968,44,2006-05-03,DLTR,DOLLAR TREE STORES INC,26.29
604969,44,2006-05-04,DLTR,DOLLAR TREE STORES INC,26.74
604970,44,2006-05-05,DLTR,DOLLAR TREE STORES INC,26.55
604971,44,2006-05-08,DLTR,DOLLAR TREE STORES INC,27.51
604972,44,2006-05-09,DLTR,DOLLAR TREE STORES INC,27.43
604973,44,2006-05-10,DLTR,DOLLAR TREE STORES INC,27.47
604974,44,2006-05-11,DLTR,DOLLAR TREE STORES INC,27.12
604975,44,2006-05-12,DLTR,DOLLAR TREE STORES INC,26.81
604976,44,2006-05-15,DLTR,DOLLAR TREE STORES INC,26.86
604977,44,2006-05-16,DLTR,DOLLAR TREE STORES INC,26.52
604978,44,2006-05-17,DLTR,DOLLAR TREE STORES INC,26.35
604979,44,2006-05-18,DLTR,DOLLAR TREE STORES INC,26.3
604980,44,2006-05-19,DLTR,DOLLAR TREE STORES INC,26.45
604981,44,2006-05-22,DLTR,DOLLAR TREE STORES INC,26.33
604982,44,2006-05-23,DLTR,DOLLAR TREE STORES INC,26.39
604983,44,2006-05-24,DLTR,DOLLAR TREE STORES INC,25.41
604984,44,2006-05-25,DLTR,DOLLAR TREE STORES INC,25.83
604985,44,2006-05-26,DLTR,DOLLAR TREE STORES INC,26.2
