ticker,evtdate,DATE,abret
TWC,28-Jul-10,30-Jul-10,0.02581
TWC,28-Jul-10,2-Aug-10,0.00945
FIRE,27-Nov-12,21-Nov-12,-0.01309
FIRE,27-Nov-12,23-Nov-12,-0.01206
FIRE,27-Nov-12,26-Nov-12,0.00222
FIRE,27-Nov-12,27-Nov-12,-0.00895
FIRE,27-Nov-12,28-Nov-12,0.00203
FIRE,27-Nov-12,29-Nov-12,-0.01213
FIRE,27-Nov-12,30-Nov-12,0.00726
TMUS,7-Dec-16,2-Dec-16,0.00131
TMUS,7-Dec-16,5-Dec-16,0.00813
TMUS,7-Dec-16,6-Dec-16,0.01532
TMUS,7-Dec-16,7-Dec-16,0.02168
TMUS,7-Dec-16,8-Dec-16,0.00742
TMUS,7-Dec-16,9-Dec-16,-0.03988
TMUS,7-Dec-16,12-Dec-16,-0.01476
TMUS,12-Oct-17,9-Oct-17,-0.00885
TMUS,12-Oct-17,10-Oct-17,-0.00438
TMUS,12-Oct-17,11-Oct-17,-0.00239
TMUS,12-Oct-17,12-Oct-17,0.00191
TMUS,12-Oct-17,13-Oct-17,0.00393
TMUS,12-Oct-17,16-Oct-17,-0.00457
TMUS,12-Oct-17,17-Oct-17,-0.00038
BGS,6-Dec-13,3-Dec-13,-0.00489
BGS,6-Dec-13,4-Dec-13,0.00173
BGS,6-Dec-13,5-Dec-13,-0.01849
BGS,6-Dec-13,6-Dec-13,0.00888
BGS,6-Dec-13,9-Dec-13,0.00344
BGS,6-Dec-13,10-Dec-13,-0.00275
BGS,6-Dec-13,11-Dec-13,0.00886
SCOR,12-Jun-13,7-Jun-13,0.01048
SCOR,12-Jun-13,10-Jun-13,0.01838
SCOR,12-Jun-13,11-Jun-13,0.00273
SCOR,12-Jun-13,12-Jun-13,0.00329
SCOR,12-Jun-13,13-Jun-13,0.01908
SCOR,12-Jun-13,14-Jun-13,-0.00786
SCOR,12-Jun-13,17-Jun-13,0.01547
DFS,11-Nov-13,6-Nov-13,0.0073
DFS,11-Nov-13,7-Nov-13,0.00347
DFS,11-Nov-13,8-Nov-13,-0.01519
DFS,11-Nov-13,11-Nov-13,-0.00354
DFS,11-Nov-13,12-Nov-13,-0.01627
DFS,11-Nov-13,13-Nov-13,-0.00979
DFS,11-Nov-13,14-Nov-13,0.00801
DFS,17-Aug-12,14-Aug-12,-0.00407
DFS,17-Aug-12,15-Aug-12,-0.00274
DFS,17-Aug-12,16-Aug-12,0.01274
DFS,17-Aug-12,17-Aug-12,-0.0069
DFS,17-Aug-12,20-Aug-12,-0.01505
DFS,17-Aug-12,21-Aug-12,-0.00128
DFS,17-Aug-12,22-Aug-12,0.03527
DFS,20-Dec-13,17-Dec-13,-0.00274
DFS,20-Dec-13,18-Dec-13,0.00021
DFS,20-Dec-13,19-Dec-13,-0.00939
DFS,20-Dec-13,20-Dec-13,-0.0074
DFS,20-Dec-13,23-Dec-13,-0.00861
DFS,20-Dec-13,24-Dec-13,0.00046
DFS,20-Dec-13,26-Dec-13,0.00124
DFS,21-Feb-14,18-Feb-14,0.01008
DFS,21-Feb-14,19-Feb-14,0.00187
DFS,21-Feb-14,20-Feb-14,-0.00491
DFS,21-Feb-14,21-Feb-14,-0.00354
DFS,21-Feb-14,24-Feb-14,0.00241
DFS,21-Feb-14,25-Feb-14,-0.0026
DFS,21-Feb-14,26-Feb-14,-0.00308
PWRD,25-Apr-12,20-Apr-12,-0.00787
PWRD,25-Apr-12,23-Apr-12,0.00464
PWRD,25-Apr-12,24-Apr-12,-0.02023
PWRD,25-Apr-12,25-Apr-12,-0.00837
PWRD,25-Apr-12,26-Apr-12,0.00629
PWRD,25-Apr-12,27-Apr-12,-0.00395
PWRD,25-Apr-12,30-Apr-12,-0.05373
UNH,12-Oct-11,7-Oct-11,0.00614
UNH,12-Oct-11,10-Oct-11,-0.00096
UNH,12-Oct-11,11-Oct-11,0.00194
UNH,12-Oct-11,12-Oct-11,-0.0183
UNH,12-Oct-11,13-Oct-11,0.0068
UNH,12-Oct-11,14-Oct-11,-0.00366
UNH,12-Oct-11,17-Oct-11,0.00394
SNI,16-Oct-15,13-Oct-15,0.00863
SNI,16-Oct-15,14-Oct-15,0.0067
SNI,16-Oct-15,15-Oct-15,0.00981
SNI,16-Oct-15,16-Oct-15,-0.00582
SNI,16-Oct-15,19-Oct-15,0.00136
SNI,16-Oct-15,20-Oct-15,0.0095
SNI,16-Oct-15,21-Oct-15,0.00036
RAX,2-May-12,27-Apr-12,-0.0048
RAX,2-May-12,30-Apr-12,-0.00685
RAX,2-May-12,1-May-12,0.01167
RAX,2-May-12,2-May-12,-0.01092
RAX,2-May-12,3-May-12,0.01932
RAX,2-May-12,4-May-12,0.00915
RAX,2-May-12,7-May-12,-0.0076
H,15-Jan-16,12-Jan-16,-0.00154
H,15-Jan-16,13-Jan-16,-0.00791
H,15-Jan-16,14-Jan-16,-0.04498
H,15-Jan-16,15-Jan-16,-0.02109
H,15-Jan-16,19-Jan-16,-0.02831
H,15-Jan-16,20-Jan-16,0.04822
H,15-Jan-16,21-Jan-16,0.04505
H,16-Nov-17,13-Nov-17,-0.00155
H,16-Nov-17,14-Nov-17,-0.00135
H,16-Nov-17,15-Nov-17,0.00959
H,16-Nov-17,16-Nov-17,-0.01118
H,16-Nov-17,17-Nov-17,-0.00336
H,16-Nov-17,20-Nov-17,-0.00278
H,16-Nov-17,21-Nov-17,0.00221
CNET,14-Jul-14,9-Jul-14,0.04081
CNET,14-Jul-14,10-Jul-14,0.00065
CNET,14-Jul-14,11-Jul-14,0.00385
CNET,14-Jul-14,14-Jul-14,-0.04599
CNET,14-Jul-14,15-Jul-14,0.05877
CNET,14-Jul-14,16-Jul-14,0.02709
CNET,14-Jul-14,17-Jul-14,0.00843
MUSA,8-Nov-10,3-Nov-10,-0.01063
MUSA,8-Nov-10,4-Nov-10,0.05005
MUSA,8-Nov-10,5-Nov-10,0.02379
MUSA,8-Nov-10,8-Nov-10,-0.01058
MUSA,8-Nov-10,9-Nov-10,-0.00469
MUSA,8-Nov-10,10-Nov-10,-0.00493
MUSA,8-Nov-10,11-Nov-10,0.03724
MUSA,9-Jun-11,6-Jun-11,0.01705
MUSA,9-Jun-11,7-Jun-11,0.00075
MUSA,9-Jun-11,8-Jun-11,-0.0051
MUSA,9-Jun-11,9-Jun-11,-0.00602
MUSA,9-Jun-11,10-Jun-11,-0.00861
MUSA,9-Jun-11,13-Jun-11,-0.00314
MUSA,9-Jun-11,14-Jun-11,-0.00847
BSFT,5-Sep-17,30-Aug-17,0.10798
BSFT,5-Sep-17,31-Aug-17,0.01937
BSFT,5-Sep-17,1-Sep-17,0.00241
BSFT,5-Sep-17,5-Sep-17,-0.01536
BSFT,5-Sep-17,6-Sep-17,-0.00036
BSFT,5-Sep-17,7-Sep-17,-0.00713
BSFT,5-Sep-17,8-Sep-17,0.0203
